ax,ay,bx,by,ax2,ay2
-0.005780346821,0.005494505495,173,182,0.6889444487,0.4086995147
0.005235602094,0.01265822785,191,79,0.6809393819,0.9186417643
-0.005263157895,0.005464480874,190,183,-0.2625736123,-0.2448320344
-0.005586592179,0.005076142132,179,197,-0.140928264,0.192144886
-0.007751937984,0.005494505495,129,182,-0.9405759018,0.08864027653
0.006211180124,0.005076142132,161,197,-0.9557522411,0.9423790587
0.006802721088,0.008,147,125,-0.4184428621,-0.7292222443
0.005235602094,-0.005586592179,191,179,0.6922537388,0.916093531
-0.005076142132,-0.005586592179,197,179,0.2274454279,0.9179826399
-0.008849557522,0.0101010101,113,99,-0.8586121869,0.3100129991
0.009708737864,-0.006756756757,103,148,-0.271775739,-0.4057111349
0.005847953216,-0.006711409396,171,149,-0.6266719584,-0.0006104027142
-0.006211180124,0.005649717514,161,177,0.9767269059,-0.8235196445
-0.005586592179,-0.005235602094,179,191,-0.9661848947,0.2267155431
-0.006097560976,0.007633587786,164,131,0.9375885044,0.4742910295
0.005128205128,0.00518134715,195,193,0.3912820513,0.102297799
0.006369426752,-0.00518134715,157,193,-0.8687511872,0.5732708716
0.00826446281,-0.005882352941,121,170,-0.8511076933,-0.3839118521
-0.01,0.005586592179,100,179,0.4628883028,-0.5547155251
0.006451612903,0.005347593583,155,187,-0.3897287284,-0.1174553292
-0.008,0.005076142132,125,197,0.3859288396,-0.9657775971
0.005464480874,0.009174311927,183,109,-0.6129176518,-0.3402790106
0.00826446281,0.007692307692,121,130,0.5960235896,-0.2425050751
0.006756756757,0.005780346821,148,173,-0.09954080215,0.2155854183
-0.006211180124,-0.01219512195,161,82,0.2412468752,-0.7450074265
0.006993006993,-0.01075268817,143,93,-0.7691420982,-0.694932056
0.006024096386,-0.009174311927,166,109,-0.8474964804,-0.6595156622
0.0078125,-0.005464480874,128,183,0.6393127648,0.07771041578
-0.008695652174,-0.005076142132,115,197,-0.8851824124,0.6357620967
0.005847953216,-0.01369863014,171,73,-0.4020729722,-0.1725699164
-0.005988023952,-0.005524861878,167,181,-0.9177271703,-0.2191214166
-0.005813953488,-0.007874015748,172,127,0.670288036,0.3827700474
0.006451612903,0.005235602094,155,191,0.3386772507,-0.5210786113
-0.006369426752,0.005464480874,157,183,0.6751248792,0.2578615362
-0.005405405405,0.008849557522,185,113,0.4708230914,0.3208856334
0.006451612903,0.005952380952,155,168,-0.9145939431,-0.3256843155
-0.005405405405,-0.005681818182,185,176,0.6411569937,0.1738234177
0.005291005291,0.005347593583,189,187,-0.7094175392,0.1239866767
-0.005347593583,0.006711409396,187,149,0.4703907334,0.8859568568
-0.01333333333,-0.005681818182,75,176,0.2749160036,-0.6927969897
-0.005917159763,0.008403361345,169,119,-0.5797281785,0.3730315082
0.007874015748,0.006578947368,127,152,0.8593445727,-0.8612742122
-0.005524861878,-0.005464480874,181,183,0.9267010257,-0.5487424946
0.006289308176,0.005988023952,159,167,-0.02251972473,-0.4993894558
0.005813953488,0.007194244604,172,139,0.4840514697,0.5476967845
0.005291005291,-0.005076142132,189,197,-0.720880028,0.1061869767
0.008,0.006211180124,125,161,0.5427272289,-0.1217717931
-0.006451612903,-0.005988023952,155,167,0.9001798851,0.4534139152
-0.005076142132,-0.007751937984,197,129,0.0801968164,0.0780864177
0.005586592179,0.006993006993,179,143,0.1940058551,-0.2386494129
-0.007633587786,0.007042253521,131,142,-0.9019961931,0.09706058038
-0.009900990099,-0.007874015748,101,127,-0.2925268884,0.5027434613
-0.009708737864,0.006451612903,103,155,-0.4280153776,0.1294531422
0.005649717514,0.005235602094,177,191,-0.4549081489,0.5505813316
0.006134969325,0.008695652174,163,115,-0.2034979135,0.03031434761
-0.007874015748,-0.006369426752,127,157,0.8607259458,0.646331982
0.006896551724,-0.005291005291,145,189,0.6688686366,0.7240480901
0.005524861878,0.006211180124,181,161,-0.5635126544,0.2729020366
-0.05263157895,-0.005347593583,19,187,-0.06515203849,-0.929757941
0.005586592179,-0.006622516556,179,151,-0.920836514,0.5091538336
-0.005235602094,0.006451612903,191,155,-0.6840363716,0.511691018
-0.005649717514,-0.005235602094,177,191,-0.6462659914,-0.208929553
